Name,ID,Chromosome,Strand,Gene start,Gene end,Expression start,Expression end,Alias Name,Type,Source,Expression,Host gene,overlapping gene,Rfam ID,p-value,RNA family name,RNA family,comment,Conservation,Reported1 (R) ,Human1 (H),Conserved1 (C),Selected1,ICI1,,Reported2 (R),Human2 (H),Conserved2 (C),Selected2,ICI,,,,,,,,,,,,,
NA,snoID_0282,chr2,+,72987663,72987731,72987664,72987709,SNORD78,CD,GENCODE,25042,NA,SNORD78,RF00592,1.30E-019,SNORD78,Small nucleolar RNA SNORD78,no C-box,Tetrapodes and Teleostes,-,NA-NA,NA,NA,0 (H),,28S-4593,28S-4593,28S-4593,RCH:28S-4593,1.6,,,,,,,,,,,,,
NA,snoID_0283,chr8,-,20472340,20472437,20472437,20472368,SNORD3,CD,GENCODE,18747,NA,U3,RF00012,0.00000003,U3,Small nucleolar RNA U3,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0284,chr1,+,91123307,91123520,91123307,91123479,SNORD3,CD,GENCODE,16632,NA,U3,RF00012,9.90E-038,U3,Small nucleolar RNA U3,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0285,chr8,+,98370493,98370702,98370493,98370662,SNORD3,CD,GENCODE,15407,NA,U3,RF00012,8.90E-031,U3,Small nucleolar RNA U3,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0286,chr3,-,47292007,47292099,47292117,47292013,SNORD13-13,CD,PMID:24162733,7740,KIF9,snoU13,RF01210,3.00E-030,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0287,chr8,+,101016810,101016879,101016812,101016841,SNORD77-2,CD,PMID:24162733,7651,NA,SNORD77,RF00591,1.30E-016,SNORD77,Small nucleolar RNA SNORD77,,Mammals,-,28S-4439,NA,NA,0.26 (H),,28S-1521,28S-1521,U2.2-178,RH:28S-1521,0.86,,,,,,,,,,,,,
NA,snoID_0288,chr4,+,152023206,152023283,152023210,152023277,SNORD73-2,CD,PMID:24162733,6560,RPS3A,SNORD73,RF00071,1.80E-018,SNORD73,Small nucleolar RNA SNORD73,,Tetrapodes and Teleostes,-,NA-NA,NA,NA,0 (H),,-,28S-1747,18S-1606,C:18S-1606,1.17,*,,,,,,,,,,,,
NA,snoID_0289,chr7,+,23436065,23436135,23436063,23436124,SNORD65,CD,GENCODE,5243,NA,SNORD65,RF00571,6.70E-020,SNORD65,Small nucleolar RNA SNORD65,,Vertebrates,-,28S-4495,NA,NA,0 (H),,18S-627,18S-627,18S-627,RCH:18S-627,2.11,,,,,,,,,,,,,
NA,snoID_0290,chr8,-,8916049,8916140,8916140,8916075,SNORD3,CD,GENCODE,5063,NA,U3,RF00012,3.40E-009,U3,Small nucleolar RNA U3,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0291,chr11,+,65820615,65820699,65820614,65820699,SNORD13,CD,GENCODE,3226,SF3B2,snoU13,RF01210,2.50E-020,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0292,chr15,-,57570765,57570855,57570872,57570778,SNORD13-6,CD,PMID:24162733,2883,NA,snoU13,RF01210,4.70E-030,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0293,chr6,+,156699884,156699958,156699885,156699958,SNORD28,CD,GENCODE,2707,NA,SNORD28,RF00085,4.80E-017,SNORD28,Small nucleolar RNA SNORD28,,Mammals,18S-1391,U4atac.1-102,NA,H:U4atac.1-102,0,,-,U2.2-49,NA,NA,0.41 (H),,,,,,,,,,,,,
NA,snoID_0294,chr21,-,17657017,17657089,17657084,17657034,SNORD74,CD,GENCODE,2694,NA,SNORD74,RF00284,1.20E-014,SNORD74,Small nucleolar RNA SNORD74,,Tetrapodes and Teleostes,-,U11.1-107,18S-932,C:18S-932,1.11,*,28S-3820,18S-1552,18S-1684,C:18S-1684,1.55,,,,,,,,,,,,,
NA,snoID_0295,chr10,-,43912698,43912888,43912879,43912774,SNORD3,CD,GENCODE,2263,NA,U3,RF00012,3.60E-018,U3,Small nucleolar RNA U3,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0296,chr2,+,170672789,170672888,170672789,170672857,SNORD3,CD,GENCODE,2019,NA,U3,RF00012,2.10E-011,U3,Small nucleolar RNA U3,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
SNORD147,snoID_0297,chr11,-,16947485,16947569,16947556,16947498,Unknown,CD,deepBase,1899,PLEKHA7,NA,NA,1000,NA,Unknown,,Primates,-,U1.1-146,28S-2281,C:28S-2281,1.01,*,,,,,,,,,,,,,,,,,,
NA,snoID_0298,chr13,+,95862598,95862702,95862598,95862667,SNORD13,CD,GENCODE,1826,NA,snoU13,RF01210,2.50E-026,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0299,chr8,-,38876135,38876204,38876202,38876137,SNORD38-4,CD,PMID:24162733,1698,NA,SNORD38,RF00212,2.90E-016,SNORD38,Small nucleolar RNA SNORD38,,Vertebrates,-,NA-NA,NA,NA,0 (H),,28S-1858,28S-1858,28S-1858,RCH:28S-1858,1.24,,,,,,,,,,,,,
NA,snoID_0300,chr16,-,69742475,69742578,69742578,69742502,SNORD13,CD,GENCODE,1562,NQO1,snoU13,RF01210,5.30E-029,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0301,chr15,-,65989171,65989274,65989275,65989181,SNORD13-7,CD,GENCODE,1559,DENND4A,snoU13,RF01210,2.00E-031,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0302,chr3,-,53367088,53367154,53367150,53367090,SNORD38-3,CD,PMID:24162733,1370,DCP1A,SNORD38,RF00212,5.00E-016,SNORD38,Small nucleolar RNA SNORD38,,Vertebrates,-,28S-3218,NA,NA,0 (H),,28S-1858,28S-1858,28S-1858,RCH:28S-1858,1.24,,,,,,,,,,,,,
NA,snoID_0303,chr11,+,100805005,100805109,100805004,100805043,SNORD13,CD,GENCODE,1215,ARHGAP42,snoU13,RF01210,5.50E-025,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0304,chr5,+,70384459,70384562,70384460,70384510,SNORD13-42,CD,GENCODE,1183,NA,snoU13,RF01210,1.80E-029,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0305,chr5,-,68834988,68835091,68835090,68835040,SNORD13-19,CD,GENCODE,1183,NA,snoU13,RF01210,1.80E-029,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0306,chr1,+,150234093,150234196,150234092,150234196,SNORD13-51,CD,GENCODE,1146,CA14,snoU13,RF01210,4.30E-027,snoU13,Small nucleolar RNA U13,cleavage of pre-rRNA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0307,chr10,-,50713240,50713333,50713270,50713244,Unknown,CD,de novo,210353,ERCC6,NA,NA,1000,NA,Unknown,,Primates,-,NA-NA,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
SNORD148,snoID_0308,chr16,+,46920333,46920386,46920333,46920383,Unknown,CD,de novo,82742,GPT2,NA,NA,1000,NA,Unknown,,Eutherians,-,U1.10-46,U1.10-46,CH:U1.10-46,2.24,*,,,,,,,,,,,,,,,,,,
NA,snoID_0309,chr2,+,242423566,242423607,242423566,242423604,Unknown,SNORD-like,de novo,69879,FARP2,NA,NA,1000,NA,Unknown,,Primates,-,U2.1-152,18S-1093,C:18S-1093,1.09,*,,,,,,,,,,,,,,,,,,
NA,snoID_0310,chr20,-,35425430,35425486,35425486,35425434,Unknown,CD,de novo,43046,SOGA1,NA,NA,1000,NA,Unknown,,Deuterostomes,-,U5.4-72,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0311,chr3,+,184083046,184083132,184083103,184083129,Unknown,CD,de novo,39416,POLR2H,NA,NA,1000,NA,Unknown,,Eutherians,-,18S-890,18S-890,NA,0.87 (CH),,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0312,chr15,+,67393871,67393966,67393886,67393921,Unknown,CD,de novo,36728,SMAD3,NA,NA,1000,NA,Unknown,,Primates,-,U4atac.1-11,U4atac.1-11,CH:U4atac.1-11,1.82,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0313,chr2,-,169088551,169088627,169088627,169088555,Unknown,CD,de novo,28426,STK39,NA,NA,1000,NA,Unknown,,Tetrapodes and Teleostes,-,28S-708,28S-708,NA,0.86 (CH),,,,,,,,,,,,,,,,,,,
NA,snoID_0314,chr11,+,48028402,48028434,48028403,48028431,Unknown,SNORD-like,de novo,23552,PTPRJ,NA,NA,1000,NA,Unknown,,Eutherians,-,18S-1653,U6atac.1-16,C:U6atac.1-16,1.5,*,,,,,,,,,,,,,,,,,,
NA,snoID_0315,chr17,-,78187855,78187886,78187886,78187859,Unknown,SNORD-like,de novo,17323,SGSH,NA,NA,1000,NA,Unknown,,Primates,-,28S-2806,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0316,chr16,-,20749432,20749494,20749494,20749436,Unknown,CD,de novo,15275,THUMPD1,NA,NA,1000,NA,Unknown,,Eutherians,-,U4atac.2-32,U4atac.2-32,CH:U4atac.2-32,1.64,*,,,,,,,,,,,,,,,,,,
SNORD150,snoID_0317,chr11,-,119061276,119061350,119061351,119061280,Unknown,CD,de novo,14612,CCDC153,NA,NA,1000,NA,Unknown,,Primates,-,28S-2387,28S-2387,CH:28S-2387,1.33,*,,,,,,,,,,,,,,,,,,
NA,snoID_0318,chr8,+,102677657,102677720,102677657,102677695,Unknown,CD,de novo,14315,GRHL2,NA,NA,1000,NA,Unknown,,Primates,-,28S-2742,18S-433,C:18S-433,1.53,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0319,chr11,+,66241038,66241124,66241039,66241121,Unknown,CD,de novo,14140,PELI3,NA,NA,1000,NA,Unknown,,Primates,-,28S-742,28S-742,CH:28S-742,1.34,*,,,,,,,,,,,,,,,,,,
NA,snoID_0320,chr16,+,28969907,28969936,28969908,28969933,Unknown,SNORD-like,de novo,13605,NFATC2IP,MIR4517,NA,1000,NA,Unknown,,Eutherians,-,28S-4648,U4atac.1-47,C:U4atac.1-47,1.37,*,,,,,,,,,,,,,,,,,,
NA,snoID_0321,chr9,+,19342345,19342374,19342346,19342371,Unknown,SNORD-like,de novo,12394,DENND4C,NA,NA,1000,NA,Unknown,,Primates,-,18S-1305,18S-1305,CH:18S-1305,1.4,*,,,,,,,,,,,,,,,,,,
SNORD151,snoID_0322,chr7,-,47504318,47504401,47504401,47504319,Unknown,CD,de novo,11051,TNS3,NA,NA,1000,NA,Unknown,,Primates,-,U1.1-41,U1.1-41,CH:U1.1-41,1.16,*,,,,,,,,,,,,,,,,,,
NA,snoID_0323,chr2,-,1679535,1679563,1679563,1679539,Unknown,SNORD-like,de novo,9828,PXDN,NA,NA,1000,NA,Unknown,,NO,-,28S-4607,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0324,chr8,-,133198246,133198296,133198297,133198248,Unknown,SNORD-like,de novo,8697,KCNQ3,NA,NA,1000,NA,Unknown,,Primates,-,28S-4071,U1.4-142,C:U1.4-142,1.22,*,,,,,,,,,,,,,,,,,,
NA,snoID_0325,chr10,-,3208601,3208674,3208674,3208647,Unknown,CD,de novo,8081,PITRM1,NA,NA,1000,NA,Unknown,,Primates,-,28S-1865,U4atac.1-16,C:U4atac.1-16,1.13,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0326,chr12,+,53433793,53433832,53433794,53433829,Unknown,SNORD-like,de novo,7430,EIF4B,NA,NA,1000,NA,Unknown,,Primates,-,28S-982,U12.1-43,C:U12.1-43,1.51,*,,,,,,,,,,,,,,,,,,
NA,snoID_0327,chr11,+,48160700,48160765,48160700,48160762,Unknown,CD,de novo,7291,PTPRJ,NA,NA,1000,NA,Unknown,,Primates,-,18S-1726,U2.1-35,NA,0.93 (C),,,,,,,,,,,,,,,,,,,
NA,snoID_0328,chr4,+,148888106,148888163,148888107,148888160,Unknown,CD,de novo,7065,ARHGAP10,NA,NA,1000,NA,Unknown,,Eutherians,-,18S-1039,28S-1344,C:28S-1344,1.71,*,,,,,,,,,,,,,,,,,,
NA,snoID_0329,chr12,+,113316716,113316752,113316717,113316749,Unknown,SNORD-like,de novo,6773,RPH3A,NA,NA,1000,NA,Unknown,,Primates,-,18S-1492,18S-1492,CH:18S-1492,1.09,*,,,,,,,,,,,,,,,,,,
NA,snoID_0330,chr11,+,118366811,118366892,118366811,118366839,Unknown,CD,de novo,6675,KMT2A,NA,NA,1000,NA,Unknown,,Primates,-,18S-1331,18S-1331,NA,0.66 (CH),,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0331,chr9,+,131331640,131331696,131331642,131331693,Unknown,CD,de novo,6140,SPTAN1,NA,NA,1000,NA,Unknown,,NO,-,28S-4434,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0332,chr2,+,121046919,121046954,121046920,121046951,Unknown,SNORD-like,de novo,5491,RALB,NA,NA,1000,NA,Unknown,,Tetrapodes and Teleostes,28S-2279,28S-1534,NA,H:28S-1534,0,,-,28S-3350,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0333,chr4,-,134041481,134041559,134041559,134041527,Unknown,CD,de novo,5315,RP11-9G1.3,NA,NA,1000,NA,Unknown,,Primates,-,18S-1553,18S-386,C:18S-386,1.39,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
SNORD154,snoID_0334,chr20,-,39343212,39343263,39343264,39343216,Unknown,CD,de novo,4973,NA,NA,NA,1000,NA,Unknown,,Eutherians,-,28S-4090,U5.1-5,NA,0.75 (C),,,,,,,,,,,,,,,,,,,
SNORD155,snoID_0335,chr3,-,115623913,115623973,115623974,115623916,Unknown,CD,de novo,4800,LSAMP,NA,NA,1000,NA,Unknown,,Primates,-,28S-2336,28S-2336,CH:28S-2336,1.3,*,,,,,,,,,,,,,,,,,,
SNORD157,snoID_0336,chr6,-,75838425,75838498,75838498,75838429,Unknown,CD,de novo,4726,COL12A1,NA,NA,1000,NA,Unknown,,Primates,-,U5.2-97,U5.2-97,CH:U5.2-97,1.48,*,,,,,,,,,,,,,,,,,,
NA,snoID_0337,chr11,+,15267322,15267432,15267322,15267428,Unknown,CD,de novo,4410,INSC,NA,NA,1000,NA,Unknown,,Primates,-,28S-2889,28S-1061,C:28S-1061,1.44,*,-,18S-1326,18S-1326,CH:18S-1326,1.84,*,,,,,,,,,,,,
SNORD158,snoID_0338,chr10,-,117954244,117954301,117954301,117954250,Unknown,CD,de novo,3964,GFRA1,NA,NA,1000,NA,Unknown,,Eutherians,-,U11.1-101,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
SNORD159,snoID_0339,chr21,-,47614004,47614073,47614073,47614007,Unknown,CD,de novo,3691,LSS,NA,NA,1000,NA,Unknown,,Primates,-,5.8S-52,5.8S-52,CH:5.8S-52,1.74,*,,,,,,,,,,,,,,,,,,
NA,snoID_0340,chr6,+,160810170,160810244,160810170,160810207,Unknown,CD,de novo,3668,SLC22A3,NA,NA,1000,NA,Unknown,,Primates,-,18S-1410,18S-1410,CH:18S-1410,1.33,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0341,chr16,-,74983735,74983804,74983804,74983784,Unknown,CD,de novo,3571,WDR59,NA,NA,1000,NA,Unknown,,Eutherians,-,18S-989,18S-1513,C:18S-1513,1.15,*,,,,,,,,,,,,,,,,,,
NA,snoID_0342,chr1,-,19513376,19513404,19513404,19513380,Unknown,SNORD-like,de novo,3550,UBR4,NA,NA,1000,NA,Unknown,,Eutherians,-,18S-1656,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0343,chr18,+,21407158,21407191,21407159,21407188,Unknown,SNORD-like,de novo,3508,LAMA3,NA,NA,1000,NA,Unknown,,Eutherians,-,18S-127,18S-127,NA,0.9 (CH),,,,,,,,,,,,,,,,,,,
NA,snoID_0344,chr17,-,40066339,40066394,40066394,40066343,Unknown,CD,de novo,3479,ACLY,NA,NA,1000,NA,Unknown,,Primates,-,28S-3209,18S-283,C:18S-283,1.51,*,,,,,,,,,,,,,,,,,,
NA,snoID_0345,chr1,-,16957744,16957803,16957803,16957748,Unknown,CD,de novo,3455,CROCCP2,NA,NA,1000,NA,Unknown,,Primates,-,28S-4718,18S-1744,C:18S-1744,1.11,*,,,,,,,,,,,,,,,,,,
SNORD160,snoID_0346,chr1,+,45227707,45227779,45227708,45227776,Unknown,CD,de novo,3439,KIF2C,NA,NA,1000,NA,Unknown,,Primates,-,28S-1123,18S-1663,NA,0.81 (C),,,,,,,,,,,,,,,,,,,
NA,snoID_0347,chr10,-,95228397,95228487,95228427,95228394,Unknown,CD,de novo,3209,MYOF,NA,NA,1000,NA,Unknown,,Primates,-,U5.4-5,U5.4-5,CH:U5.4-5,1.75,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0348,chr19,-,49553207,49553252,49553252,49553211,Unknown,SNORD-like,de novo,2801,CGB8,NA,NA,1000,NA,Unknown,,NO,-,18S-1323,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0349,chr10,+,3162625,3162706,3162625,3162656,Unknown,CD,de novo,2682,PFKP,NA,NA,1000,NA,Unknown,,Primates,-,18S-913,28S-2263,C:28S-2263,1.26,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0350,chr7,+,33600967,33600995,33600968,33600992,Unknown,SNORD-like,de novo,2579,BBS9,NA,NA,1000,NA,Unknown,,Primates,-,U1.7-23,U4atac.1-56,NA,0.83 (C),,,,,,,,,,,,,,,,,,,
SNORD161,snoID_0351,chr4,+,79210139,79210204,79210140,79210201,Unknown,CD,de novo,2452,FRAS1,NA,NA,1000,NA,Unknown,,Primates,-,18S-1154,18S-1154,CH:18S-1154,1.39,*,,,,,,,,,,,,,,,,,,
NA,snoID_0352,chr5,+,387697,387775,387699,387774,Unknown,CD,de novo,2413,AHRR,NA,NA,1000,NA,Unknown,,NO,-,28S-4789,NA,NA,0 (H),,-,28S-973,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0353,chr3,+,187953783,187953823,187953784,187953820,Unknown,SNORD-like,de novo,2297,LPP,NA,NA,1000,NA,Unknown,,Primates,-,28S-2038,18S-1423,NA,0.9 (C),,,,,,,,,,,,,,,,,,,
NA,snoID_0354,chr3,+,63967621,63967666,63967622,63967663,Unknown,SNORD-like,de novo,2225,ATXN7,NA,NA,1000,NA,Unknown,,Primates,-,28S-641,28S-641,NA,0.97 (CH),,,,,,,,,,,,,,,,,,,
SNORD163,snoID_0355,chr17,-,16056447,16056510,16056510,16056451,Unknown,CD,de novo,2221,NCOR1,NA,NA,1000,NA,Unknown,,Primates,-,18S-1498,18S-1498,CH:18S-1498,1.06,*,,,,,,,,,,,,,,,,,,
NA,snoID_0356,chr22,+,38436955,38436997,38436956,38436994,Unknown,SNORD-like,de novo,2196,POLR2F,NA,NA,1000,NA,Unknown,,Primates,-,18S-121,18S-121,CH:18S-121,1.16,*,,,,,,,,,,,,,,,,,,
NA,snoID_0357,chr9,+,140535556,140535598,140535557,140535595,Unknown,SNORD-like,de novo,2075,EHMT1,NA,NA,1000,NA,Unknown,,Primates,-,28S-3131,U5.2-95,C:U5.2-95,1.37,*,,,,,,,,,,,,,,,,,,
NA,snoID_0358,chr19,-,50518879,50518971,50518971,50518941,Unknown,CD,de novo,2074,VRK3,NA,NA,1000,NA,Unknown,,Eutherians,-,28S-4865,28S-212,NA,0.71 (C),,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0359,chr2,+,134902398,134902473,134902399,134902470,Unknown,CD,de novo,1819,MGAT5,NA,NA,1000,NA,Unknown,,NO,-,28S-2633,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0360,chr3,-,14193715,14193761,14193761,14193719,Unknown,SNORD-like,de novo,1664,XPC,NA,NA,1000,NA,Unknown,,Primates,-,28S-3989,28S-2581,NA,0.96 (C),,,,,,,,,,,,,,,,,,,
NA,snoID_0361,chr8,+,97320710,97320752,97320711,97320749,Unknown,SNORD-like,de novo,1636,PTDSS1,NA,NA,1000,NA,Unknown,,Eutherians,-,U2.2-168,U2.1-35,C:U2.1-35,1.02,*,,,,,,,,,,,,,,,,,,
NA,snoID_0362,chr3,-,64527662,64527742,64527742,64527716,Unknown,CD,de novo,1619,ADAMTS9,NA,NA,1000,NA,Unknown,,Primates,-,28S-2160,28S-2531,C:28S-2531,1.2,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0363,chr5,+,135537613,135537688,135537615,135537685,Unknown,CD,de novo,1524,NA,NA,NA,1000,NA,Unknown,,NO,-,28S-198,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
SNORD164,snoID_0364,chr11,+,35184497,35184557,35184498,35184554,Unknown,CD,de novo,1452,CD44,NA,NA,1000,NA,Unknown,,Primates,-,28S-3872,28S-631,NA,0.93 (C),,,,,,,,,,,,,,,,,,,
SNORD165,snoID_0365,chr7,-,4877019,4877081,4877081,4877020,Unknown,CD,de novo,1343,RADIL,NA,NA,1000,NA,Unknown,,Primates,-,28S-3066,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0366,chr11,+,102043984,102044068,102043984,102044009,Unknown,CD,de novo,1278,YAP1,NA,NA,1000,NA,Unknown,,Eutherians,-,U1.1-55,U1.1-55,CH:U1.1-55,1.68,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0367,chr3,-,176776009,176776059,176776056,176776022,Unknown,SNORD-like,de novo,1240,TBL1XR1,NA,NA,1000,NA,Unknown,,Primates,-,28S-4210,28S-726,C:28S-726,1.16,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
SNORD166,snoID_0368,chr6,+,111435037,111435142,111435038,111435139,Unknown,CD,de novo,1199,SLC16A10,NA,NA,1000,NA,Unknown,,Primates,-,28S-1827,28S-1935,C:28S-1935,1.05,*,-,28S-1797,28S-730,C:28S-730,1.37,*,,,,,,,,,,,,
NA,snoID_0369,chr12,+,3000549,3000610,3000549,3000581,Unknown,CD,CD-box-like,70426,TULP3,NA,NA,1000,NA,Unknown,,Primates,-,18S-1506,18S-1506,NA,0.94 (CH),,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0370,chr19,+,3457231,3457283,3457231,3457283,Unknown,CD,CD-box-like,56677,NFIC,NA,NA,1000,NA,Unknown,,Primates,-,18S-619,18S-619,CH:18S-619,1.32,*,,,,,,,,,,,,,,,,,,
NA,snoID_0371,chr1,-,109857075,109857113,109857113,109857079,Unknown,SNORD-like,CD-box-like,51409,SORT1,NA,NA,1000,NA,Unknown,,Primates,-,NA-NA,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0372,chr5,-,178635833,178635896,178635895,178635836,Unknown,CD,CD-box-like,40654,ADAMTS2,NA,NA,1000,NA,Unknown,,Primates,-,28S-4953,18S-966,C:18S-966,1.46,*,,,,,,,,,,,,,,,,,,
NA,snoID_0373,chr7,+,141264192,141264227,141264192,141264224,Unknown,SNORD-like,CD-box-like,34985,AGK,NA,NA,1000,NA,Unknown,,NO,-,28S-2618,U2.3-7,C:U2.3-7,1.31,*,,,,,,,,,,,,,,,,,,
NA,snoID_0374,chr2,-,3302881,3302938,3302938,3302911,Unknown,CD,CD-box-like,26912,TSSC1-IT1,NA,NA,1000,NA,Unknown,,NO,-,28S-4823,NA,NA,0 (H),,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0375,chr2,+,61333156,61333196,61333157,61333193,Unknown,SNORD-like,CD-box-like,24583,KIAA1841,NA,NA,1000,NA,Unknown,,Primates,-,28S-2449,28S-4107,C:28S-4107,1.45,*,,,,,,,,,,,,,,,,,,
NA,snoID_0376,chr17,-,35572608,35572645,35572642,35572610,Unknown,SNORD-like,CD-box-like,24067,ACACA,NA,NA,1000,NA,Unknown,,NO,-,18S-1834,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0377,chr20,+,3782118,3782170,3782118,3782170,Unknown,CD,CD-box-like,21436,CDC25B,NA,NA,1000,NA,Unknown,,NO,-,28S-7,NA,NA,0 (H),,,,,,,,,,,,,,,,,,,
NA,snoID_0378,chr21,+,45744009,45744044,45744010,45744041,Unknown,SNORD-like,CD-box-like,20427,PFKL,NA,NA,1000,NA,Unknown,,Primates,-,28S-3060,28S-971,C:28S-971,1.33,*,,,,,,,,,,,,,,,,,,
NA,snoID_0379,chr7,+,128479390,128479420,128479390,128479417,Unknown,SNORD-like,CD-box-like,17169,FLNC,NA,NA,1000,NA,Unknown,,Amniotes,-,28S-2312,28S-746,C:28S-746,1.27,*,,,,,,,,,,,,,,,,,,
NA,snoID_0380,chr2,-,128750967,128751033,128751033,128750967,Unknown,CD,CD-box-like,16130,SAP130,NA,NA,1000,NA,Unknown,,Primates,-,U4atac.2-29,U4atac.2-29,CH:U4atac.2-29,1.42,*,,,,,,,,,,,,,,,,,,
NA,snoID_0381,chr17,-,30986494,30986548,30986547,30986498,Unknown,CD,CD-box-like,13905,MYO1D,NA,NA,1000,NA,Unknown,,NO,-,28S-658,U2.2-153,C:U2.2-153,1.08,*,,,,,,,,,,,,,,,,,,
NA,snoID_0382,chr20,-,61482133,61482190,61482190,61482136,Unknown,CD,CD-box-like,13272,TCFL5,NA,NA,1000,NA,Unknown,,Primates,-,28S-230,U12.1-119,C:U12.1-119,1.22,*,,,,,,,,,,,,,,,,,,
NA,snoID_0383,chr11,+,12157159,12157242,12157159,12157239,Unknown,CD,CD-box-like,12917,MICAL2,NA,NA,1000,NA,Unknown,,Primates,-,28S-3600,28S-3600,CH:28S-3600,1.26,*,-,NA-NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0384,chr7,-,137569909,137570003,137570003,137569959,Unknown,CD,CD-box-like,12542,CREB3L2,NA,NA,1000,NA,Unknown,,Primates,-,U11.1-101,18S-596,C:18S-596,1.61,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0385,chr9,+,97831455,97831553,97831456,97831487,Unknown,CD,CD-box-like,11544,C9orf3,NA,NA,1000,NA,Unknown,,Primates,-,28S-2979,18S-598,C:18S-598,1.24,*,-,NA,NA,NA,0 (H),,,,,,,,,,,,,
